,id,loan_amnt,term,int_rate, installment ,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
52,90240339,7500,36,0.09, 238.47 ,2,1,0.0,RENT,47813.0,Verified,car,Car financing,CA,10.24,0,Nov-98,0,,60.0,5,1,243,1.20%,9,w,,0,1960,0,1,0,0,27.0,1717,14.0,0,0,185,6,20300,0,0,0,0,392,20057.0,1.2,0,0,76.0,214,48,27,0,48.0,,13.0,,0,2,2,3,5,4,3,5,2,5,0.0,0,0,0,100.0,0.0,1,0,32381,1960,20300,12081,yes
53,90321872,13500,36,0.1, 438.72 ,2,3,2.0,OWN,95000.0,Source Verified,home_improvement,Home improvement,CA,12.48,1,Aug-03,1,14.0,,11,0,7339,34.50%,21,w,,0,52010,3,1,2,3,2.0,44266,,1,1,6341,36,25700,1,4,1,4,4728,16561.0,37.6,0,0,77.0,103,1,1,0,1.0,,3.0,,0,2,2,7,10,6,9,13,2,11,0.0,0,0,3,100.0,0.0,0,0,71105,52010,23900,45000,yes
54,90241671,30000,36,0.13," 1,017.92 ",3,2,5.0,RENT,145000.0,Source Verified,debt_consolidation,Debt consolidation,NY,7.66,0,Jan-93,0,,,8,0,29385,84.70%,18,w,,0,29385,0,0,0,0,,0,,0,0,10214,85,34700,0,0,0,0,4898,4714.0,84.6,0,0,,284,41,41,0,41.0,,,,0,4,6,4,9,0,8,18,6,8,0.0,0,0,0,100.0,75.0,0,0,34700,29385,30600,0,yes
55,90141339,6000,36,0.1, 194.99 ,2,3,9.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,Debt consolidation,AR,5.0,0,Sep-71,0,71.0,26.0,8,1,9795,74.20%,11,w,81.0,0,19772,0,1,1,1,10.0,260,13.0,0,0,3500,66,13200,0,0,0,1,2472,963.0,90.8,0,0,123.0,540,40,10,1,41.0,71.0,,71.0,0,4,5,4,6,2,6,8,5,8,0.0,0,0,1,63.6,100.0,0,1,68728,10055,10500,2000,yes
56,90087675,20000,36,0.09, 640.57 ,2,2,2.0,OWN,70000.0,Not Verified,debt_consolidation,Debt consolidation,NY,15.05,0,Nov-02,0,41.0,,16,0,4896,14.20%,32,w,41.0,0,52680,1,8,2,2,9.0,47784,105.0,1,4,4576,66,34500,1,0,2,6,3293,26604.0,15.5,0,0,166.0,112,2,2,0,2.0,,8.0,,6,3,3,7,11,18,8,14,3,16,0.0,0,0,3,80.6,0.0,0,0,80134,52680,31500,45634,yes
57,90073350,9000,36,0.24, 355.42 ,5,3,0.0,RENT,25000.0,Verified,debt_consolidation,Debt consolidation,TX,20.4,1,Apr-97,0,22.0,,9,0,10735,32.10%,22,w,,0,16099,1,1,0,1,17.0,5364,72.0,3,5,8100,39,33400,0,5,0,6,1789,16165.0,39.9,0,0,162.0,233,6,6,0,6.0,22.0,,22.0,0,3,3,6,7,8,8,14,3,9,0.0,0,0,3,95.5,16.7,0,0,40900,16099,26900,7500,no
58,89987203,9000,36,0.16, 314.60 ,3,5,10.0,RENT,52500.0,Source Verified,debt_consolidation,Debt consolidation,GA,12.85,1,Jul-01,0,12.0,32.0,9,3,7129,47.80%,31,w,,0,19222,2,1,1,3,6.0,12093,75.0,1,8,2644,62,14900,3,0,3,11,2136,3714.0,62.5,0,0,142.0,182,5,5,3,13.0,,0.0,12.0,0,4,5,4,10,6,8,22,5,9,0.0,0,0,2,96.3,50.0,3,0,30932,19222,9900,16032,yes
59,90068270,6000,36,0.14, 206.50 ,3,4,4.0,RENT,28000.0,Source Verified,debt_consolidation,Debt consolidation,PA,29.19,0,Sep-09,0,35.0,,5,0,5285,59.40%,18,f,35.0,0,12220,0,1,0,1,16.0,6935,56.0,0,0,3233,57,8900,0,0,0,1,2444,167.0,95.1,0,0,84.0,74,30,16,0,51.0,,16.0,,4,1,4,1,2,11,4,7,4,5,0.0,0,0,0,77.8,100.0,0,0,21384,12220,3400,12484,yes
60,90008350,16000,36,0.18, 578.36 ,4,2,1.0,RENT,100000.0,Verified,debt_consolidation,Debt consolidation,WI,19.98,0,Apr-09,2,,,16,0,11875,47.30%,25,f,,0,77398,3,10,1,1,2.0,65523,77.0,3,3,5250,70,25100,1,0,3,4,5160,13225.0,47.3,0,0,89.0,64,5,2,0,5.0,,2.0,,0,4,4,5,6,18,5,6,4,16,0.0,0,0,4,100.0,0.0,0,0,110194,77398,25100,85094,no
61,90404595,4900,36,0.14, 167.45 ,3,3,6.0,MORTGAGE,45000.0,Source Verified,debt_consolidation,Debt consolidation,ID,11.36,0,Apr-04,0,,84.0,13,1,2265,13.80%,25,w,,0,7784,1,1,0,1,22.0,5519,42.0,5,9,1113,26,16400,3,0,4,10,778,687.0,61.8,0,0,146.0,123,1,1,2,12.0,,4.0,,0,1,2,2,3,4,12,19,2,13,0.0,0,0,5,100.0,50.0,1,0,29593,7784,1800,13193,yes
62,90414574,18000,60,0.2, 476.79 ,4,4,10.0,MORTGAGE,83124.0,Source Verified,debt_consolidation,Debt consolidation,FL,20.7,0,Sep-03,3,,66.0,11,1,8005,57.20%,21,w,,0,284790,2,5,2,4,5.0,67614,83.0,0,0,5731,76,14000,1,3,4,4,28479,1448.0,81.4,0,0,156.0,129,31,5,2,37.0,,5.0,,0,2,3,2,2,14,4,5,3,11,0.0,0,0,2,100.0,50.0,1,0,328247,75619,7800,76247,yes
63,90118615,10000,36,0.1, 324.98 ,2,3,6.0,MORTGAGE,165000.0,Source Verified,credit_card,Credit card refinancing,NC,13.03,0,Jan-87,0,63.0,,13,0,26662,77.30%,27,w,63.0,0,113356,0,6,1,1,11.0,86694,94.0,0,3,9306,88,34500,0,2,0,4,9446,7338.0,78.4,0,0,135.0,249,14,11,4,14.0,69.0,,69.0,4,5,5,5,8,12,6,9,5,13,0.0,0,0,1,81.5,40.0,0,0,144066,113356,34000,109566,no
64,90166677,9125,36,0.24, 357.96 ,5,2,0.5,RENT,30000.0,Source Verified,credit_card,Credit card refinancing,NH,34.68,0,Mar-12,1,,,11,0,3091,15.20%,14,f,,0,24334,0,4,3,3,7.0,21243,87.0,3,4,2212,54,20400,2,0,3,7,2212,10498.0,19.2,0,0,48.0,54,9,7,0,9.0,,4.0,,0,3,4,5,6,4,7,10,4,11,0.0,0,0,6,100.0,20.0,0,0,44719,24334,13000,24319,yes
65,90406467,10000,60,0.16, 241.01 ,3,5,9.0,MORTGAGE,76000.0,Not Verified,debt_consolidation,Debt consolidation,CA,25.64,0,Aug-02,2,,,10,0,19269,25.30%,37,w,,0,404947,1,1,1,1,1.0,115527,,1,4,5300,25,76300,1,5,3,6,40495,54662.0,21.3,0,0,126.0,169,11,1,4,15.0,,1.0,,0,3,4,5,15,7,8,26,4,10,0.0,0,0,2,100.0,0.0,0,0,470327,134796,69500,115527,yes
66,90280401,26600,60,0.17, 660.94 ,4,1,10.0,MORTGAGE,101900.0,Not Verified,debt_consolidation,Debt consolidation,IN,31.35,0,Dec-02,1,,,17,0,21329,32.60%,35,f,,0,318471,3,5,4,5,5.0,142813,95.0,0,3,13010,74,61500,1,1,4,8,18734,27077.0,63.5,0,0,148.0,165,13,5,2,15.0,,6.0,,0,5,7,7,9,18,11,15,7,17,0.0,0,0,4,100.0,14.3,0,0,379833,164142,47200,147371,yes
67,90251725,24000,36,0.25, 957.93 ,5,5,3.0,RENT,60000.0,Verified,credit_card,Credit card refinancing,PA,22.04,0,Jun-08,2,44.0,,11,0,20087,42.50%,20,f,,0,57354,4,2,3,4,1.0,37267,89.0,3,6,7770,64,47300,0,6,6,10,5214,15813.0,56.0,0,0,89.0,99,1,1,0,1.0,,2.0,,0,4,4,6,6,7,9,13,4,11,0.0,0,0,6,94.7,16.7,0,0,89148,57354,35900,41848,yes
68,90087568,5000,36,0.14, 172.09 ,3,4,4.0,RENT,45000.0,Not Verified,debt_consolidation,Debt consolidation,UT,30.99,5,Jul-07,0,15.0,,17,0,6403,35.80%,20,w,15.0,0,53553,0,7,0,2,13.0,47150,78.0,1,3,3860,69,17900,3,0,2,5,3150,6786.0,48.2,0,0,92.0,110,10,10,0,10.0,,1.0,,5,2,3,6,7,9,10,11,3,17,0.0,0,5,1,100.0,16.7,0,0,78060,53553,13100,60160,yes
69,90241920,21900,60,0.27, 675.16 ,6,4,10.0,MORTGAGE,57675.0,Verified,debt_consolidation,Debt consolidation,TX,23.14,0,Jan-04,0,,,10,0,30888,76.60%,21,f,,0,190476,1,1,1,1,4.0,13440,89.0,0,4,4184,80,40300,3,4,5,6,19048,2239.0,80.0,0,0,98.0,152,17,4,1,18.0,,4.0,,0,3,7,4,9,6,8,14,7,10,0.0,0,0,1,100.0,75.0,0,0,206213,44328,11200,15120,no
70,89877936,21000,36,0.13, 712.54 ,3,2,10.0,MORTGAGE,165000.0,Not Verified,debt_consolidation,Debt consolidation,TX,17.44,1,Mar-03,2,7.0,,13,0,14054,40.70%,52,w,,0,634431,1,3,1,2,4.0,135714,63.0,2,2,8176,63,34500,2,0,6,4,48802,3574.0,76.3,0,0,162.0,123,11,4,7,11.0,,0.0,,0,2,4,2,4,28,7,16,4,13,0.0,0,0,3,90.2,50.0,0,0,712381,170046,15100,146481,yes
71,90311899,24975,60,0.25, 732.91 ,5,4,4.0,MORTGAGE,62480.0,Verified,credit_card,Credit card refinancing,CA,22.34,0,Dec-01,1,,,20,0,22198,65.10%,47,w,,0,257675,3,8,0,4,14.0,49193,87.0,3,4,8888,79,34100,3,4,4,9,12884,8353.0,70.1,0,0,133.0,177,0,0,3,0.0,,1.0,,0,6,10,7,11,22,11,22,10,20,0.0,0,0,4,100.0,42.9,0,0,277308,71391,27900,56354,yes
72,90221615,16000,36,0.11, 527.55 ,2,5,10.0,MORTGAGE,62000.0,Source Verified,debt_consolidation,Debt consolidation,CA,0.93,0,Sep-09,0,,,4,0,1868,28.70%,8,w,,0,145717,0,0,0,0,83.0,0,,0,1,1868,29,6500,0,0,1,1,36429,3432.0,35.2,0,0,83.0,81,19,19,3,19.0,,5.0,,0,1,1,2,2,1,3,3,1,4,0.0,0,0,0,100.0,50.0,0,0,162227,1868,5300,0,yes
73,89799115,16550,36,0.16, 578.51 ,3,5,10.0,MORTGAGE,36000.0,Source Verified,major_purchase,Major purchase,TN,34.1,0,Apr-05,0,29.0,,12,0,10618,57.40%,23,f,29.0,0,47595,0,2,0,2,15.0,17562,63.0,1,2,2836,61,18500,1,1,0,4,3966,2247.0,70.0,0,0,33.0,123,8,8,4,8.0,,13.0,,2,2,5,3,6,4,9,15,5,12,0.0,0,0,1,91.3,66.7,0,0,88906,28180,7500,27806,no
74,90195374,23000,60,0.25, 674.95 ,5,4,10.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,Debt consolidation,TN,32.41,0,Oct-03,0,,,12,0,22507,67.80%,20,f,,0,111476,0,2,0,1,21.0,24677,66.0,0,2,4562,67,33200,0,0,1,3,9290,6887.0,66.2,0,0,74.0,155,16,16,2,16.0,,1.0,,0,6,9,6,12,3,9,15,9,12,0.0,0,0,0,100.0,50.0,0,0,143981,47184,20400,37267,yes
75,90414196,5000,36,0.05, 150.58 ,1,1,10.0,MORTGAGE,94000.0,Not Verified,debt_consolidation,Debt consolidation,CA,10.2,0,Dec-89,0,,,20,0,2781,6.10%,36,f,,0,371050,2,2,0,3,14.0,19690,32.0,2,7,243,21,45900,0,4,2,12,23191,23257.0,1.0,0,0,128.0,321,2,2,5,2.0,,6.0,,0,1,3,6,10,6,16,24,3,20,0.0,0,0,4,100.0,0.0,0,0,459444,22471,23500,61944,yes
76,90160938,20000,36,0.17, 712.96 ,4,1,10.0,MORTGAGE,100000.0,Verified,home_improvement,Home improvement,IL,28.37,0,Dec-98,4,,76.0,23,1,7055,12.10%,94,w,,0,142133,5,3,3,8,5.0,66130,39.0,3,10,2938,23,58300,17,10,22,19,6461,31853.0,13.9,0,0,158.0,213,4,4,2,6.0,,0.0,,0,4,5,9,31,32,19,59,5,22,0.0,0,0,7,97.4,0.0,1,0,220418,73185,37000,92118,yes
77,90221403,2400,36,0.18, 86.76 ,4,2,10.0,RENT,55000.0,Source Verified,debt_consolidation,Debt consolidation,MD,21.79,0,Aug-79,2,29.0,,13,0,28733,42.30%,28,f,69.0,0,36250,2,4,0,0,26.0,7517,48.0,3,5,5088,43,68000,0,0,2,5,2788,31807.0,34.1,0,0,251.0,445,0,0,0,15.0,29.0,0.0,29.0,1,5,8,5,13,7,9,21,9,13,0.0,0,0,3,92.9,80.0,0,0,83664,36250,48300,15664,yes
78,90006318,6000,36,0.18, 216.89 ,4,2,10.0,MORTGAGE,86000.0,Verified,major_purchase,Major purchase,KS,7.08,0,Nov-95,1,48.0,,7,0,42287,98.10%,19,w,,0,178575,1,1,1,1,1.0,2000,100.0,1,2,11056,98,77300,1,0,1,3,29763,229.0,98.7,0,0,133.0,250,10,1,4,10.0,49.0,1.0,48.0,0,2,3,3,6,4,5,10,3,7,0.0,0,0,2,89.5,100.0,0,0,234100,44287,17200,2000,no
79,90231028,14400,60,0.11, 313.02 ,2,4,10.0,MORTGAGE,55000.0,Not Verified,credit_card,Credit card refinancing,CT,13.88,0,Apr-04,2,,,10,0,12047,37.30%,27,w,,0,212065,4,1,1,3,12.0,15899,88.0,4,4,7170,56,32300,1,0,4,8,23563,16553.0,42.1,0,0,130.0,112,4,1,3,4.0,,4.0,,0,3,3,5,11,7,7,16,3,10,0.0,0,0,6,100.0,50.0,0,0,234419,28115,28600,18000,yes
80,90241719,32000,36,0.24," 1,255.29 ",5,2,2.0,MORTGAGE,300000.0,Source Verified,debt_consolidation,Debt consolidation,TX,11.47,0,Sep-05,0,,,14,0,146730,69.40%,21,f,,0,557558,4,3,4,6,3.0,40953,81.0,3,5,5401,76,171300,6,5,7,11,42889,1307.0,89.5,0,0,26.0,132,1,1,2,76.0,,1.0,,0,4,8,4,6,7,9,11,8,14,0.0,0,0,7,100.0,75.0,0,0,621311,187683,12400,50411,yes
81,90241286,15000,60,0.13, 339.69 ,3,1,10.0,MORTGAGE,116000.0,Not Verified,debt_consolidation,Debt consolidation,NJ,10.25,0,Aug-04,0,,53.0,11,1,11452,37.50%,24,w,,0,402378,1,2,2,3,4.0,29043,82.0,1,5,4042,61,30500,2,3,3,10,50297,2608.0,73.9,0,0,145.0,134,9,4,3,22.0,,10.0,,0,2,3,2,8,8,8,13,3,10,0.0,0,0,5,100.0,0.0,1,0,433680,40495,10000,35432,yes
82,90402596,5000,36,0.24, 196.14 ,5,2,5.0,MORTGAGE,147460.0,Verified,debt_consolidation,Debt consolidation,SC,34.48,0,Jan-97,0,,,17,0,72904,68.60%,40,f,,0,320805,2,7,4,8,3.0,106546,81.0,0,4,17567,78,91200,2,2,3,12,18871,571.0,97.7,0,0,146.0,236,13,3,3,23.0,,3.0,,0,4,9,4,6,23,9,14,9,17,0.0,0,0,4,100.0,100.0,0,0,375716,179450,25300,131169,yes
83,90321482,25000,60,0.24, 726.33 ,5,3,10.0,MORTGAGE,200000.0,Source Verified,debt_consolidation,Debt consolidation,NC,13.09,0,Dec-06,1,,,13,0,15650,63.10%,32,f,,0,507601,3,3,3,8,2.0,90593,55.0,0,2,367,59,24800,1,13,1,11,50760,7056.0,5.9,0,0,117.0,116,13,2,3,13.0,,0.0,,0,3,5,5,7,18,9,11,5,13,0.0,0,0,3,100.0,0.0,0,0,546445,106243,7500,104645,yes
84,90067493,15000,36,0.07, 463.09 ,1,2,3.0,MORTGAGE,69000.0,Source Verified,debt_consolidation,Debt consolidation,TX,5.34,0,Aug-96,1,,,4,0,2087,22%,18,f,,0,119263,0,1,0,0,119.0,1754,12.0,1,1,1927,16,9500,0,2,1,1,29816,7413.0,22.0,0,0,140.0,241,10,10,1,10.0,,6.0,,0,2,2,2,13,3,2,14,2,4,0.0,0,0,1,100.0,0.0,0,0,168624,3841,9500,15000,yes
85,90120892,25000,36,0.24, 980.70 ,5,2,3.0,MORTGAGE,62000.0,Source Verified,home_improvement,Home improvement,MD,17.59,0,Apr-99,2,,,9,0,10600,31.60%,32,f,,0,318369,0,3,2,3,9.0,18917,65.0,0,6,0,47,33000,1,9,2,11,35374,,,0,0,203.0,209,18,9,2,,,2.0,,0,0,2,0,2,14,4,15,2,9,0.0,0,0,3,100.0,,0,0,361339,31140,0,29266,no
86,90077522,5050,36,0.14, 173.81 ,3,4,2.0,MORTGAGE,30000.0,Not Verified,debt_consolidation,Debt consolidation,FL,21.36,1,Jun-02,0,23.0,,9,0,10565,42.30%,25,w,23.0,0,227613,1,2,2,3,2.0,40570,101.0,0,2,2756,78,25000,0,0,0,5,25290,5946.0,38.1,0,0,171.0,144,18,2,5,24.0,,17.0,,1,2,5,2,9,7,5,13,5,9,0.0,0,1,2,96.0,0.0,0,0,248319,51135,9600,40381,yes
87,90124363,20000,36,0.09, 640.57 ,2,2,2.0,MORTGAGE,50000.0,Verified,debt_consolidation,Debt consolidation,GA,21.0,0,Dec-07,0,33.0,,9,0,13186,52.30%,17,w,,0,95259,0,2,0,1,24.0,5798,24.0,0,1,7858,39,25200,0,0,0,3,10584,6274.0,67.3,0,0,75.0,105,15,15,2,15.0,,,33.0,0,2,3,5,7,4,6,11,3,9,0.0,0,0,0,94.1,40.0,0,0,129116,18984,19200,23916,no
88,90211238,7200,36,0.11, 237.40 ,2,5,10.0,RENT,36000.0,Source Verified,debt_consolidation,Debt consolidation,CA,27.14,0,Mar-02,0,,,9,0,8603,60.60%,24,w,,0,30428,2,2,2,3,5.0,21825,89.0,2,3,3103,79,14200,1,2,1,6,3804,2898.0,68.2,0,0,174.0,116,1,1,0,1.0,,1.0,,0,4,5,5,8,13,7,11,5,9,0.0,0,0,4,100.0,50.0,0,0,38669,30428,9100,24469,no
89,90329867,10000,36,0.09, 317.96 ,2,1,0.5,MORTGAGE,40000.0,Not Verified,debt_consolidation,Debt consolidation,LA,33.06,0,Dec-94,0,,,15,0,16802,30.30%,19,w,,0,99005,1,1,1,1,1.0,25137,100.0,0,1,4416,52,55400,0,1,0,2,6600,18067.0,40.6,0,0,113.0,261,22,1,1,31.0,,22.0,,0,5,7,5,7,2,13,16,7,15,0.0,0,0,1,100.0,0.0,0,0,140741,41939,30400,25137,yes
90,90411075,32000,36,0.11," 1,047.49 ",2,4,0.5,RENT,100000.0,Verified,debt_consolidation,Debt consolidation,KS,14.59,0,Jun-11,1,,,22,0,30956,43.70%,33,f,,0,38277,0,1,0,0,30.0,7321,32.0,1,11,10367,41,70900,2,4,2,11,1914,33498.0,40.8,0,0,45.0,63,10,10,0,16.0,,3.0,,0,6,9,12,16,4,21,29,9,22,0.0,0,0,1,100.0,16.7,0,0,93825,38277,56600,22925,yes
91,90165320,15850,36,0.14, 545.50 ,3,4,6.0,RENT,45000.0,Source Verified,debt_consolidation,Debt consolidation,CA,30.91,0,Jul-99,1,50.0,62.0,16,1,25125,41.80%,45,w,50.0,0,217614,2,4,0,0,37.0,192489,74.0,3,4,8939,57,60100,0,0,2,4,13601,21981.0,51.0,0,0,140.0,206,4,4,1,4.0,,4.0,,1,6,10,8,14,23,12,21,10,16,0.0,0,0,3,97.7,50.0,1,0,247674,217614,44900,187574,yes
92,90271257,28000,60,0.22, 779.56 ,5,1,9.0,MORTGAGE,100000.0,Verified,debt_consolidation,Debt consolidation,TX,16.91,1,Feb-93,0,21.0,,14,0,24485,62.10%,30,w,79.0,0,205455,0,5,0,1,18.0,23726,60.0,0,1,11300,61,39400,3,2,7,2,14675,14628.0,54.9,0,0,210.0,283,18,18,3,45.0,,2.0,21.0,3,4,7,5,9,11,8,16,7,14,0.0,0,0,0,86.7,60.0,0,0,261549,48211,32400,39518,yes
93,90407703,23950,36,0.24, 945.80 ,5,3,8.0,RENT,72000.0,Verified,debt_consolidation,Debt consolidation,TX,17.2,0,Apr-92,0,,,8,0,14028,84%,16,f,,0,34236,0,2,0,1,21.0,20208,69.0,1,3,3914,75,16700,1,0,1,4,4280,204.0,97.3,0,0,293.0,118,7,7,0,21.0,,7.0,,0,3,6,3,5,8,6,8,6,8,0.0,0,0,1,100.0,100.0,0,0,45874,34236,7500,29174,yes
94,90256784,40000,36,0.13," 1,343.72 ",3,1,10.0,RENT,98000.0,Verified,debt_consolidation,Debt consolidation,TX,20.08,1,Aug-94,0,19.0,,9,0,16371,38.30%,19,w,19.0,0,59539,0,2,1,2,12.0,43168,72.0,0,1,11126,49,42800,1,5,0,3,6615,74.0,99.3,0,0,163.0,265,22,12,2,195.0,,21.0,,1,1,3,1,3,6,7,11,3,9,0.0,0,1,1,94.7,100.0,0,0,101999,59539,11200,59199,yes
95,90409987,10000,36,0.17, 356.48 ,4,1,2.0,RENT,75000.0,Source Verified,other,Other,TX,12.31,0,Mar-06,0,32.0,,10,0,6658,79.30%,19,w,76.0,0,16702,1,2,1,2,9.0,10044,44.0,3,4,2098,53,8400,0,2,1,6,1670,1543.0,77.6,0,0,106.0,126,6,6,0,6.0,76.0,11.0,32.0,1,7,8,7,11,4,8,15,8,10,0.0,0,0,4,88.2,71.4,0,0,31342,16702,6900,22942,yes
96,90394971,7800,36,0.09, 248.01 ,2,1,7.0,MORTGAGE,70000.0,Verified,debt_consolidation,Debt consolidation,VA,20.01,1,Sep-05,0,22.0,,9,0,8231,57.20%,42,f,,0,170476,1,3,1,5,3.0,41725,93.0,0,0,2965,69,14400,2,10,2,5,18942,139.0,97.8,0,0,132.0,118,28,3,2,30.0,,2.0,,1,3,4,3,8,23,5,16,4,9,0.0,0,0,1,95.1,100.0,0,0,203312,49956,6400,54889,yes
97,90087246,12000,60,0.13, 276.06 ,3,2,10.0,RENT,48000.0,Source Verified,debt_consolidation,Debt consolidation,CA,13.98,0,Feb-04,0,77.0,,4,0,4811,29.90%,13,w,77.0,0,74267,0,1,0,0,72.0,69456,,0,0,2539,30,16100,0,1,0,0,18567,7600.0,37.2,0,0,151.0,149,36,36,2,119.0,,17.0,77.0,1,2,3,2,3,4,3,7,3,4,0.0,0,0,0,92.3,0.0,0,0,70767,74267,12100,54667,yes
98,90410830,11000,36,0.13, 373.24 ,3,2,3.0,MORTGAGE,61025.0,Source Verified,debt_consolidation,Debt consolidation,GA,18.49,0,Aug-04,1,34.0,77.0,10,1,7020,49.40%,42,w,35.0,0,203219,3,4,3,6,3.0,34616,64.0,1,3,4278,61,14200,2,13,3,12,20322,3941.0,52.5,0,0,135.0,133,4,3,6,17.0,70.0,4.0,43.0,4,2,3,2,4,18,5,18,3,10,0.0,0,0,6,82.9,50.0,0,1,233076,41636,8300,54550,yes
99,90409541,1000,36,0.11, 32.74 ,2,4,9.0,OWN,60000.0,Verified,medical,Medical expenses,IL,29.88,0,Apr-02,3,41.0,,18,0,5362,49.20%,45,w,,0,193472,2,9,2,6,4.0,42316,67.0,2,2,3219,64,10900,9,11,5,8,10748,2600.0,65.3,0,0,152.0,173,3,3,2,7.0,,3.0,,0,4,5,5,8,31,7,12,5,18,0.0,0,0,4,97.7,60.0,0,0,239233,47678,7500,63433,yes
100,90186234,8000,36,0.05, 240.92 ,1,1,5.0,RENT,63000.0,Source Verified,credit_card,Credit card refinancing,NY,10.51,0,Feb-07,2,,,12,0,942,2.30%,28,f,,0,5429,0,2,1,3,12.0,4487,23.0,2,4,942,9,41400,3,5,9,7,494,39758.0,2.3,0,0,115.0,81,7,7,0,7.0,,0.0,,0,1,1,8,13,10,10,17,1,12,0.0,0,0,3,100.0,0.0,0,0,60579,5429,40700,19179,yes
101,90329768,10000,36,0.13, 339.31 ,3,2,2.0,MORTGAGE,71000.0,Verified,debt_consolidation,Debt consolidation,TX,28.59,2,Aug-00,1,18.0,85.0,9,1,9455,44%,17,w,18.0,0,122885,2,4,1,1,2.0,113430,134.0,1,4,5841,103,21500,2,1,2,5,13654,2045.0,82.2,0,0,193.0,114,4,2,0,4.0,,2.0,,0,3,3,3,4,10,5,7,3,9,0.0,0,2,2,93.8,66.7,1,0,83317,122885,11500,61817,yes
102,90279942,11525,60,0.29, 364.99 ,7,2,0.0,MORTGAGE,50636.0,Verified,credit_card,Credit card refinancing,NV,25.62,0,Sep-05,1,,,6,0,5920,48.90%,13,w,,0,306912,2,2,1,4,7.0,44229,87.0,1,2,3859,80,12100,4,3,4,7,51152,180.0,97.0,0,0,124.0,132,0,0,1,16.0,,0.0,,0,2,2,2,4,7,3,5,2,6,0.0,0,0,3,100.0,100.0,0,0,321043,50149,6100,50717,yes
103,89826476,16000,60,0.26, 483.70 ,6,2,0.5,MORTGAGE,55000.0,Verified,major_purchase,Major purchase,TX,20.73,1,Aug-08,1,9.0,,8,0,4441,45.80%,18,w,,0,54080,3,3,1,4,9.0,49639,82.0,3,3,4221,77,9700,0,4,3,7,6760,3779.0,52.8,0,0,97.0,80,1,1,0,1.0,36.0,5.0,36.0,0,1,2,2,4,11,4,7,2,8,0.0,0,0,4,83.3,0.0,0,0,70448,54080,8000,60748,yes
104,90330574,35000,60,0.2, 927.10 ,4,4,2.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,Debt consolidation,MO,22.22,0,Jun-00,1,50.0,,14,0,32945,69.40%,35,w,50.0,0,224439,0,3,1,1,9.0,47630,72.0,1,2,4012,71,47500,1,10,3,4,17265,46.0,99.4,0,0,120.0,195,11,8,5,26.0,,0.0,,1,3,8,3,4,15,10,15,8,14,0.0,0,0,3,97.1,100.0,0,0,259060,80575,7500,66510,yes
105,90406055,1000,36,0.13, 33.60 ,3,1,2.0,RENT,75000.0,Verified,credit_card,Credit card refinancing,KY,29.7,0,Feb-04,0,,,6,0,11913,80.50%,22,f,,0,55373,1,3,2,2,11.0,43460,35.0,2,3,7491,52,14800,1,0,7,5,9229,595.0,93.9,0,0,83.0,151,5,5,0,5.0,,7.0,,0,2,3,2,10,7,3,15,3,6,0.0,0,0,4,100.0,50.0,0,0,80329,55373,9800,65529,yes
106,90076004,15125,36,0.17, 539.18 ,4,1,10.0,MORTGAGE,52000.0,Source Verified,debt_consolidation,Debt consolidation,NC,15.56,0,Jan-02,1,,,11,0,16681,34.40%,30,w,,0,206499,1,1,1,2,9.0,11557,85.0,2,3,7840,46,48500,0,0,2,5,18773,26319.0,38.8,0,0,138.0,176,5,5,1,5.0,,5.0,,0,3,3,8,13,11,9,18,3,11,0.0,0,0,3,100.0,0.0,0,0,254100,28238,43000,13550,yes
